OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
811,3391351214,,,98088145,,CC_BY_NC_4_0,2021-10-13T20:45:13Z,https://www.inaturalist.org/observations/98088145,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/98088145,98088145,,C.S.Yampae,,,PRESENT,,,,,,Diseased,,,,,,2021-10-12 18:34:00,18:34:00Z,,,2021,10,12,2021/10/12 6:34 PM UTC,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.151661,-149.713784,9,,,,,,,,213598650,,C.S.Yampae,2021-10-13 10:01:02,,,180413,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,groenlandicum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:10.126Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2882984,2882984,6,7707728,220,1353,2505,2883026,2882984,Rhododendron groenlandicum,Rhododendron,Rhododendron groenlandicum (Oeder) Kron & Judd,Rhododendron groenlandicum,DWC_ARCHIVE,2022-03-15T18:44:10.126Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhododendron groenlandicum (Oeder) Kron & Judd,NE
812,3391343539,,,95793466,,CC_BY_NC_4_0,2021-10-22T18:25:13Z,https://www.inaturalist.org/observations/95793466,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95793466,95793466,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-22 13:03:19,21:03:19Z,,,2021,9,22,Wed Sep 22 2021 13:03:19 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005194,-149.655761,5,,,,,,,,208852720,,billsherwonit,2021-09-22 21:03:40,,,78668,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,pulcherrimum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:00:26.777Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2927853,2927853,6,7707728,220,1353,6648,2927831,2927853,Polemonium pulcherrimum,Polemonium,Polemonium pulcherrimum Hook.,Polemonium pulcherrimum,DWC_ARCHIVE,2022-03-15T19:00:26.777Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium pulcherrimum Hook.,LC
813,3391337529,,,93920590,,CC_BY_NC_4_0,2021-10-15T04:17:03Z,https://www.inaturalist.org/observations/93920590,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/93920590,93920590,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-06 13:49:27,21:49:27Z,,,2021,9,6,Mon Sep 06 2021 13:49:27 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.005619,-149.659625,5,,,,,,,,208634599,,Jeff,2021-09-21 19:59:11,,,78668,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,pulcherrimum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:54.026Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2927853,2927853,6,7707728,220,1353,6648,2927831,2927853,Polemonium pulcherrimum,Polemonium,Polemonium pulcherrimum Hook.,Polemonium pulcherrimum,DWC_ARCHIVE,2022-03-15T19:02:54.026Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium pulcherrimum Hook.,LC
814,3391329072,,,97994294,,CC_BY_NC_4_0,2021-10-27T03:26:35Z,https://www.inaturalist.org/observations/97994294,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/97994294,97994294,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-10-11 13:30:00,13:30:00Z,,,2021,10,11,2021/10/11 1:30 PM UTC,,,,US,Alaska,,,,Base of Campbell Creek Gorge,,,,,61.146304,-149.711548,9,,,,,,,,213385104,,C.S.Yampae,2021-10-12 11:48:14,,,144177,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,tricuspidata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:07.103Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3032759,3032759,6,7707728,220,7219248,2402,2987833,3032759,Saxifraga tricuspidata,Saxifraga,Saxifraga tricuspidata Rottb.,Saxifraga tricuspidata,DWC_ARCHIVE,2022-03-15T19:09:07.103Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Saxifraga tricuspidata Rottb.,NE
815,3391326135,,,98069483,,CC_BY_NC_4_0,2021-10-13T17:30:33Z,https://www.inaturalist.org/observations/98069483,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/98069483,98069483,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-10-12 14:16:21,22:16:21Z,,,2021,10,12,Tue Oct 12 2021 14:16:21 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.147858,-149.713363,37,,,,,,,,213549569,,C.S.Yampae,2021-10-13 2:24:01,,,127021,,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,obliquus,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:27.863Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2521089,2521089,5,34,186,1304,8468,2520982,2521089,Inonotus obliquus,Inonotus,Inonotus obliquus (Fr.) Pilát,Inonotus obliquus,DWC_ARCHIVE,2022-03-15T18:43:27.863Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Inonotus obliquus (Fr.) Pilát,NE
816,3391322517,,,93921239,,CC_BY_NC_4_0,2021-10-24T17:39:52Z,https://www.inaturalist.org/observations/93921239,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/93921239,93921239,,billsherwonit,,fruiting,PRESENT,,,,,,,,,,,,2021-09-06 13:54:56,21:54:56Z,,,2021,9,6,Mon Sep 06 2021 13:54:56 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005868,-149.661248,129,,,,,,,,209278466,,billsherwonit,2021-09-24 21:09:12,,,68049,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,uva-ursi,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:49.469Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2882580,2882580,6,7707728,220,1353,2505,2882486,2882580,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,DWC_ARCHIVE,2022-03-15T19:02:49.469Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Arctostaphylos uva-ursi (L.) Spreng.,NE
817,3391317582,,,95816030,,CC_BY_NC_4_0,2021-10-13T20:54:18Z,https://www.inaturalist.org/observations/95816030,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816030,95816030,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 15:14:00,23:14:00Z,,,2021,8,29,2021/08/29 3:14 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,60.99761,-149.581168,,,,,,,,,208896820,,Glenn Brown,2021-09-23 1:19:24,,,47543,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,spectabilis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:27.249Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2993761,2993761,6,7707728,220,691,5015,2988638,2993761,Rubus spectabilis,Rubus,Rubus spectabilis Pursh,Rubus spectabilis,DWC_ARCHIVE,2022-03-15T18:43:27.249Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rubus spectabilis Pursh,NE
818,3391310509,,,93926507,,CC_BY_NC_4_0,2021-10-15T04:16:14Z,https://www.inaturalist.org/observations/93926507,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/93926507,93926507,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-06 14:32:09,22:32:09Z,,,2021,9,6,Mon Sep 06 2021 14:32:09 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.006101,-149.66587,65,,,,,,,,205050115,,billsherwonit,2021-09-06 22:33:13,,,78793,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,asarifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:04:24.777Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888271,2888271,6,7707728,220,1353,2505,2888249,2888271,Pyrola asarifolia,Pyrola,Pyrola asarifolia Michx.,Pyrola asarifolia,DWC_ARCHIVE,2022-03-15T19:04:24.777Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pyrola asarifolia Michx.,NE
820,3391287582,,,95795066,,CC_BY_NC_4_0,2021-10-15T03:55:07Z,https://www.inaturalist.org/observations/95795066,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95795066,95795066,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-09-22 13:20:08,21:20:08Z,,,2021,9,22,Wed Sep 22 2021 13:20:08 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005268,-149.655941,5,,,,,,,,208855929,,billsherwonit,2021-09-22 21:21:05,,,79159,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,scopulina,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:11.023Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3012298,3012298,6,7707728,220,691,5015,3012146,3012298,Sorbus scopulina,Sorbus,Sorbus scopulina Greene,Sorbus scopulina,DWC_ARCHIVE,2022-03-15T19:11:11.023Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Sorbus scopulina Greene,LC
822,3385177636,,,95478354,,CC_BY_NC_4_0,2021-09-22T23:29:54Z,https://www.inaturalist.org/observations/95478354,,bparry,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95478354,95478354,,bparry,,,PRESENT,,,,,,,,,,,,2021-09-19 16:04:57,23:04:57Z,,,2021,9,19,9/19/21 16:04,,,,US,Alaska,,,,"Anchorage, AK 99540, USA",,,,,60.94024,-149.228044,,,,,,,,,208195089,,bparry,2021-09-20 0:08:44,,,50790,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,vulgaris,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:14.152Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5415020,5415020,6,7707728,220,408,2420,3172168,5415020,Linaria vulgaris,Linaria,Linaria vulgaris Mill.,Linaria vulgaris,DWC_ARCHIVE,2022-03-15T18:44:14.152Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Linaria vulgaris Mill.,NE
823,3385176855,,,95717856,,CC_BY_NC_4_0,2021-09-22T15:23:18Z,https://www.inaturalist.org/observations/95717856,,sandor_in,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95717856,95717856,,sandor_in,,,PRESENT,,,,,,,,,,,,2021-08-19 7:06:00,14:06:00Z,,,2021,8,19,2021/08/19 7:06 AM PDT,,,,US,Alaska,,,,"Eagle River, Anchorage, AK 99577, USA",,,,,61.308825,-149.571942,21,,,,,,,,208690006,,sandor_in,2021-09-22 1:23:44,,,48715,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:56:17.380Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8168319,8168319,5,34,186,1499,4171,6005964,8168319,Amanita muscaria,Amanita,Amanita muscaria (L.) Lam.,Amanita muscaria,DWC_ARCHIVE,2022-03-15T18:56:17.380Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Amanita muscaria (L.) Lam.,NE
824,3385169001,,,95922762,,CC_BY_4_0,2021-09-26T16:19:49Z,https://www.inaturalist.org/observations/95922762,,Andrew Meeds,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95922762,95922762,,Andrew Meeds,,,PRESENT,,,,,,,,,,,,2021-09-19 19:32:00,02:32:00Z,,,2021,9,19,2021/09/19 7:32 PM MST,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,60.975591,-149.334316,9075,,,,,,,,209107147,,Andrew Meeds,2021-09-24 2:36:01,,,49870,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,rubra,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:34.527Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5371704,5371704,6,7707728,220,399,2410,3032252,5371704,Actaea rubra,Actaea,Actaea rubra (Aiton) Willd.,Actaea rubra,DWC_ARCHIVE,2022-03-15T18:43:34.527Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Actaea rubra (Aiton) Willd.,NE
825,3385143852,,,95816048,,CC_BY_NC_4_0,2021-10-13T20:47:42Z,https://www.inaturalist.org/observations/95816048,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816048,95816048,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 13:00:00,21:00:00Z,,,2021,8,29,2021/08/29 1:00 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.008118,-149.566833,,,,,,,,,208896848,,Glenn Brown,2021-09-23 1:19:28,,,64714,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,uliginosum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:06.811Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8073364,8073364,6,7707728,220,1353,2505,2882813,8073364,Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum L.,Vaccinium uliginosum,DWC_ARCHIVE,2022-03-15T19:10:06.811Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Vaccinium uliginosum L.,NE
826,3385141789,,,94783487,,CC_BY_NC_4_0,2021-09-14T15:14:39Z,https://www.inaturalist.org/observations/94783487,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94783487,94783487,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-13 17:15:44,01:15:44Z,,,2021,9,13,Mon Sep 13 2021 17:15:44 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.253406,-149.534725,415,,,,,,,,206808260,,C.S.Yampae,2021-09-14 3:07:51,,,82393,,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,alpinum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:23:28.104Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2688420,2688420,6,7707728,245,421,6725,6385542,2688420,Diphasiastrum alpinum,Diphasiastrum,Diphasiastrum alpinum (L.) Holub,Diphasiastrum alpinum,DWC_ARCHIVE,2022-03-15T19:23:28.104Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Diphasiastrum alpinum (L.) Holub,NE
827,3385140990,,,95816049,,CC_BY_NC_4_0,2021-09-24T22:02:20Z,https://www.inaturalist.org/observations/95816049,,Glenn Brown,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/95816049,95816049,,Glenn Brown,,,PRESENT,,,,,,,,,,,,2021-08-29 12:05:00,20:05:00Z,,,2021,8,29,2021/08/29 12:05 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.013975,-149.56661,,,,,,,,,208896849,,Glenn Brown,2021-09-23 1:19:28,,,238962,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,vitis-idaea,minus,SUBSPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:34.464Z,,,,StillImage,TRUE,FALSE,8892668,8892668,6,7707728,220,1353,2505,2882813,2882835,Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea subsp. minus (Lodd.) Hultén,Vaccinium vitis-idaea minus,DWC_ARCHIVE,2022-03-15T18:43:34.464Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Vaccinium vitis-idaea subsp. minus (Lodd.) Hultén,LC
828,3385133302,,,97187769,,CC_BY_NC_4_0,2021-10-05T14:35:15Z,https://www.inaturalist.org/observations/97187769,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/97187769,97187769,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-10-04 14:02:52,22:02:52Z,,,2021,10,4,Mon Oct 04 2021 14:02:52 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005544,-149.659122,5,,,,,,,,211675707,,billsherwonit,2021-10-04 22:03:04,,,159229,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,neoalaskana,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:37.652Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5332200,8245043,6,7707728,220,1354,4688,2875008,5331916,Betula pendula,Betula,Betula pendula subsp. mandshurica (Regel) Ashburner & McAll.,Betula neoalaskana,DWC_ARCHIVE,2022-03-15T18:44:37.652Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Betula neoalaskana Sarg.,NE
829,3385133214,,,97178555,,CC_BY_NC_4_0,2021-10-27T03:33:11Z,https://www.inaturalist.org/observations/97178555,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/97178555,97178555,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-10-04 12:28:45,20:28:45Z,,,2021,10,4,Mon Oct 04 2021 12:28:45 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.007346,-149.673577,10,,,,,,,,211656184,,billsherwonit,2021-10-04 20:28:53,,,57824,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,racemosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:52.451Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888723,2888723,6,7707728,220,946,2510,2888721,2888723,Sambucus racemosa,Sambucus,Sambucus racemosa L.,Sambucus racemosa,DWC_ARCHIVE,2022-03-15T18:44:52.451Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Sambucus racemosa L.,LC
830,3385130732,,,94678356,,CC_BY_NC_4_0,2021-09-14T16:07:14Z,https://www.inaturalist.org/observations/94678356,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94678356,94678356,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-09-12 18:49:00,18:49:00Z,,,2021,9,12,2021/09/12 6:49 PM UTC,,,,US,Alaska,,,,"Chugach State Park, Alaska, US",,,,,61.142095,-149.697683,294,,,,,,,,206575357,,C.S.Yampae,2021-09-13 4:38:46,,,119695,,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,Icmadophila,ericetorum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:53.408Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2600369,2600369,5,95,180,1051,8372,2600368,2600369,Icmadophila ericetorum,Icmadophila,Icmadophila ericetorum (L.) Zahlbr.,Icmadophila ericetorum,DWC_ARCHIVE,2022-03-15T18:43:53.408Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Icmadophila ericetorum (L.) Zahlbr.,NE
831,3385108023,,,96947646,,CC_BY_NC_4_0,2021-10-27T03:35:45Z,https://www.inaturalist.org/observations/96947646,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96947646,96947646,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-10-02 13:56:07,21:56:07Z,,,2021,10,2,Sat Oct 02 2021 13:56:07 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.005259,-149.660786,196,,,,,,,,211168706,,billsherwonit,2021-10-02 21:56:25,,,76536,,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Cryptogramma,acrostichoides,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:44:37.969Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,7903503,7903503,6,7707728,7228684,392,2367,2651806,7903503,Cryptogramma acrostichoides,Cryptogramma,Cryptogramma acrostichoides R.Br.,Cryptogramma acrostichoides,DWC_ARCHIVE,2022-03-15T18:44:37.969Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Cryptogramma acrostichoides R.Br.,NE
832,3385095540,,,96423015,,CC_BY_NC_4_0,2022-01-03T19:56:34Z,https://www.inaturalist.org/observations/96423015,,dennisronsse,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/96423015,96423015,,dennisronsse,,,PRESENT,,,,,,,,,,,,2021-09-27 13:54:00,21:54:00Z,,,2021,9,27,2021/09/27 1:54 PM AKDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,60.996417,-149.631194,4,,,,,,,,210067932,,dennisronsse,2021-09-27 23:41:51,,,58755,,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,fragilis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CR,2022-03-15T18:43:28.524Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2650818,2650818,6,7707728,7228684,392,4021011,2650798,2650818,Cystopteris fragilis,Cystopteris,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis,DWC_ARCHIVE,2022-03-15T18:43:28.524Z,2022-03-15T15:37:03.857Z,TRUE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Cystopteris fragilis (L.) Bernh.,NE
